scenario,variable,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,Units
GCAM_SSP1,temperature,0.140869,0.161462,0.182314,0.200093,0.214113,0.228921,0.363544,0.342249,0.536796,0.644215,0.762866,0.909664,1.05243,1.18267,1.32061,0.0406,0.0406,0.0406,0.0406,0.0406,0.0406,0.0406,0.0406,0.0406,0.0406,0.0406,0.0406,0.0406,0.0406,0.644215,0.66345,0.685244,0.710173,0.734424,0.762785,0.788636,0.817347,0.847728,0.876439,0.904312,0.932224,0.959635,0.986686,1.01347,1.04007,1.06657,1.09233,1.11765,1.14264,1.16846,1.19475,1.22094,1.24678,1.2721,1.29679,1.32014,1.34234,1.36336,1.38315,1.4017,1.41831,1.43325,1.44685,1.45934,1.47086,1.48145,1.49125,1.50028,1.50856,1.51612,1.52331,1.52988,1.53589,1.54139,1.54644,1.55088,1.55471,1.55804,1.56099,1.5636,1.56581,1.56761,1.56908,1.57028,1.57124,1.572,1.57255,1.5729,1.57307,1.57308,1.57293,1.57263,1.57218,1.57158,1.57083,1.56993,1.56887,1.56766,1.56632,1.56484,1.56321,1.56143,1.55949,1.55741,1.55519,1.55282,1.5503,1.54764,1.54483,1.54189,1.5388,1.53559,1.53224,1.52875,1.52514,1.52137,1.51748,1.51346,1.50932,1.50504,1.50065,1.49625,1.4918,1.48728,1.48267,degreesC
GCAM_SSP5,temperature,0.140869,0.161462,0.182314,0.200093,0.214113,0.228921,0.363544,0.342249,0.536796,0.644215,0.762866,0.909664,1.05095,1.18434,1.33511,0.0406,0.0406,0.0406,0.0406,0.0406,0.0406,0.0406,0.0406,0.0406,0.0406,0.0406,0.0406,0.0406,0.0406,0.644215,0.66345,0.685244,0.710173,0.734424,0.762785,0.788636,0.817347,0.847728,0.876439,0.904312,0.932224,0.959635,0.986686,1.01347,1.04007,1.06657,1.09129,1.1149,1.13771,1.16101,1.18474,1.20872,1.23291,1.2573,1.2819,1.3065,1.33113,1.35582,1.38059,1.40547,1.43053,1.45553,1.48032,1.50484,1.52902,1.55314,1.57712,1.60089,1.6244,1.64763,1.6704,1.69282,1.71492,1.7367,1.75815,1.77881,1.79881,1.81825,1.83719,1.85569,1.87387,1.89165,1.90904,1.92605,1.94271,1.95901,1.97484,1.99024,2.00523,2.01986,2.03401,2.04771,2.06099,2.0739,2.08645,2.09861,2.11036,2.12172,2.13272,2.14336,2.15362,2.16349,2.17301,2.18212,2.19086,2.19924,2.20724,2.21486,2.22213,2.22904,2.23552,2.24167,2.24759,2.25333,2.25894,2.2645,2.26994,2.27525,2.28045,2.28552,2.29047,2.29527,2.29992,2.30446,2.30887,degreesC
